Station_ID,Latitude,Longitude,Address,Charger_Type,Cost_USD_per_kWh,Availability_pct,Distance_to_City_km,Usage_Stats_avg_users_day,Station_Operator,Charging_Capacity_kW,Connector_Types,Installation_Year,Renewable_Energy_Source,Reviews_Rating,Parking_Spots,Maintenance_Frequency
EVST00900,52.000598,4.700869,"7170 Paris St, Station Area",DC Fast,0.3337,68.1,5.28,63.6,Electrify America,63,J1772,2012,No,,16,Bi-Annual
EVST00901,35.589193,-121.656411,"7480 San Francisco St, Station Area",AC Level 2,0.2075,62.4,2.21,29.9,Tesla,25,"CCS, Type 2",2013,No,4.7,22,Monthly
EVST00902,37.188884,-125.079522,"7582 San Francisco St, Station Area",DC Fast,0.2002,97.6,7.14,43.4,EVgo,249,"CCS, J1772",2020,Yes,3.9,2,Quarterly
EVST00903,54.066179,0.553193,"3400 London St, Station Area",AC Level 2,0.1956,78.1,1.0,20.1,Tesla,14,"CHAdeMO, Tesla Proprietary, Type 2",2023,Yes,3.2,27,Quarterly
EVST00904,29.288868,79.058296,"3920 New Delhi St, Station Area",AC Level 1,0.04,51.4,0.5,7.0,Electrify America,5,Tesla Proprietary,2014,No,3.0,23,Annual
EVST00905,36.52117,139.317906,"4162 Tokyo St, Station Area",DC Fast,0.3469,91.0,20.13,34.1,Shell Recharge,188,"CCS, Tesla Proprietary, Type 2",2018,No,3.9,24,Bi-Annual
EVST00906,-33.696923,152.702752,"8541 Sydney St, Station Area",AC Level 1,0.0798,59.8,2.24,7.9,Blink,7,"CCS, J1772, Type 2",2022,Yes,4.3,21,Quarterly
EVST00907,36.171115,138.615127,"9003 Tokyo St, Station Area",DC Fast,0.1825,89.3,18.61,69.5,EVgo,192,CCS,2023,Yes,3.9,16,Bi-Annual
EVST00908,52.673814,-2.356109,"4140 London St, Station Area",AC Level 2,0.1634,85.3,1.43,48.8,Tesla,21,"CCS, J1772, Type 2",2020,No,3.0,16,Monthly
EVST00909,34.461971,139.862054,"9698 Tokyo St, Station Area",DC Fast,0.3575,98.4,2.4,42.3,Blink,121,CHAdeMO,2024,No,3.1,19,Quarterly
EVST00910,39.091988,-125.054115,"5704 San Francisco St, Station Area",DC Fast,0.3182,98.3,1.66,51.9,ChargePoint,139,"Tesla Proprietary, Type 2",2024,No,3.8,15,Bi-Annual
EVST00911,-35.928305,150.849643,"3850 Sydney St, Station Area",DC Fast,0.3292,63.7,4.34,46.7,BP Pulse,31,"CCS, CHAdeMO",2022,No,3.5,22,Bi-Annual
EVST00912,51.999952,1.802463,"7 London St, Station Area",AC Level 1,0.5842100760620533,88.3,15.56,189.22691498147034,ChargePoint,5,CCS,2020,No,5.0,10,Quarterly
EVST00913,35.944311,136.785656,"6110 Tokyo St, Station Area",DC Fast,0.2069,65.8,18.83,64.0,Blink,197,"CHAdeMO, Tesla Proprietary, Type 2",2024,Yes,4.4,23,Bi-Annual
EVST00914,27.68946,75.289755,"6448 New Delhi St, Station Area",DC Fast,0.3346,81.5,5.35,33.2,Tesla,210,"CHAdeMO, Tesla Proprietary, Type 2",2012,Yes,3.5,10,Quarterly
EVST00915,48.822572,0.804152,"9682 Paris St, Station Area",AC Level 2,0.2025,79.9,8.87,16.0,ChargePoint,29,CHAdeMO,2013,Yes,,14,Annual
EVST00916,34.74239,139.55532,"7181 Tokyo St, Station Area",AC Level 2,0.1839,52.7,0.81,18.7,ChargePoint,24,"CHAdeMO, J1772, Type 2",2018,No,3.9,2,Monthly
EVST00917,47.249048,1.803625,"297 Paris St, Station Area",DC Fast,0.2006,50.3,0.74,70.7,ChargePoint,37,"Tesla Proprietary, Type 2",2020,Yes,3.5,27,Quarterly
EVST00918,-34.399222,153.308005,"5670 Sydney St, Station Area",AC Level 2,0.1046,52.9,13.29,2.2,ChargePoint,19,"CHAdeMO, Tesla Proprietary",2023,Yes,3.7,20,Bi-Annual
EVST00919,49.851417,1.303722,"7427 London St, Station Area",DC Fast,0.2577,56.4,4.17,39.7,EVgo,216,"CHAdeMO, J1772, Type 2",2020,Yes,4.3,8,Quarterly
EVST00920,49.340796,3.095109,"4965 Paris St, Station Area",DC Fast,0.2204,62.9,11.34,35.4,Shell Recharge,231,Type 2,2015,No,2.5,2,Quarterly
EVST00921,26.888772,77.427445,"4293 New Delhi St, Station Area",AC Level 1,0.0809,95.3,4.32,11.7,Blink,10,,2023,No,3.1,25,Bi-Annual
EVST00922,49.924566,2.942045,"8098 Paris St, Station Area",AC Level 2,0.1618,75.9,6.18,24.9,EVgo,21,"CHAdeMO, Tesla Proprietary",2013,Yes,3.9,1,Quarterly
EVST00923,33.903981,138.357326,"6113 Tokyo St, Station Area",AC Level 2,0.1071,89.8,7.78,34.5,Tesla,15,Tesla Proprietary,2013,Yes,4.9,14,Monthly
EVST00924,36.925458,-121.133584,"6813 San Francisco St, Station Area",AC Level 2,0.1733,91.9,4.9,22.8,Blink,22,"CCS, Type 2",2021,No,3.1,1,Monthly
EVST00925,50.570495,-1.795866,"4641 London St, Station Area",DC Fast,0.3301,86.7,4.03,45.3,EVgo,151,"CHAdeMO, Type 2",2024,Yes,5.0,21,Quarterly
EVST00926,30.60162,78.462065,"2781 New Delhi St, Station Area",AC Level 2,0.1336,69.6,4.0,16.2,EVgo,30,"J1772, Tesla Proprietary",2018,No,2.9,6,Quarterly
EVST00927,49.352035,4.131414,"5190 Paris St, Station Area",AC Level 2,0.1448,93.2,1.17,34.2,Blink,23,CCS,2013,Yes,3.4,13,Monthly
EVST00928,51.189799,0.188497,"9589 London St, Station Area",DC Fast,0.2025,87.1,9.68,41.1,EVgo,151,"CCS, Tesla Proprietary",2012,No,3.9,17,Bi-Annual
EVST00929,36.424279,139.38598,"6026 Tokyo St, Station Area",AC Level 2,0.14,87.2,1.32,49.0,ChargePoint,22,"CHAdeMO, J1772, Type 2",2024,Yes,4.6,11,Monthly
EVST00930,45.695811,2.952665,"7072 Paris St, Station Area",DC Fast,0.3004,95.1,1.87,51.2,Shell Recharge,170,CHAdeMO,2015,No,3.8,20,Bi-Annual
EVST00931,48.7919,-1.940078,"1242 Paris St, Station Area",AC Level 1,0.0834,79.9,4.35,14.0,BP Pulse,8,J1772,2020,Yes,4.4,15,Annual
EVST00932,-30.872529,151.662687,"9878 Sydney St, Station Area",AC Level 2,0.1614,76.4,4.4,39.3,Shell Recharge,18,"J1772, Tesla Proprietary, Type 2",2016,Yes,,13,Quarterly
EVST00933,51.70592,-0.297831,"2447 London St, Station Area",AC Level 1,0.0849,94.5,3.83,17.6,ChargePoint,5,"CHAdeMO, Tesla Proprietary, Type 2",2014,No,3.6,10,Annual
EVST00934,48.95847,2.276258,"9711 Paris St, Station Area",DC Fast,0.2868,72.7,13.94,51.6,Electrify America,219,Tesla Proprietary,2020,No,4.2,12,Monthly
EVST00935,36.498393,140.710099,"4457 Tokyo St, Station Area",DC Fast,0.3143,90.6,2.84,53.4,Tesla,68,"CHAdeMO, Tesla Proprietary, Type 2",2021,No,3.3,10,Quarterly
EVST00936,29.957308,77.096847,"9188 New Delhi St, Station Area",DC Fast,0.5705816903902078,52.7,16.7,170.09635841738708,ChargePoint,232,Tesla Proprietary,2018,No,3.8,17,Annual
EVST00937,34.7787,-124.12971,"8917 San Francisco St, Station Area",DC Fast,0.2952,50.1,7.11,62.2,BP Pulse,54,"CCS, Type 2",2018,No,3.2,23,Bi-Annual
EVST00938,35.25141,-122.631504,"7553 San Francisco St, Station Area",DC Fast,0.3159,76.4,6.52,46.4,Electrify America,121,"CCS, CHAdeMO, Tesla Proprietary",2018,No,3.9,18,Monthly
EVST00939,35.991637,139.751633,"9163 Tokyo St, Station Area",DC Fast,0.2907,53.7,7.59,52.7,ChargePoint,199,J1772,2019,No,4.2,1,Monthly
EVST00940,47.784285,2.524601,"6094 Paris St, Station Area",AC Level 2,0.1306,98.8,1.88,34.4,BP Pulse,22,"Tesla Proprietary, Type 2",2022,No,3.4,25,Monthly
EVST00941,-31.900762,151.452179,"8487 Sydney St, Station Area",DC Fast,0.3261,50.3,7.36,63.0,ChargePoint,84,Type 2,2021,Yes,4.9,23,Annual
EVST00942,35.203438,141.209354,"1722 Tokyo St, Station Area",AC Level 2,0.1333,85.9,13.19,12.0,EVgo,24,"CCS, CHAdeMO, J1772",2015,Yes,4.1,24,Monthly
EVST00943,25.712104,75.579948,"703 New Delhi St, Station Area",DC Fast,0.3193,62.2,9.04,54.0,ChargePoint,153,CCS,2015,No,3.2,2,Quarterly
EVST00944,33.774179,139.913851,"5433 Tokyo St, Station Area",AC Level 2,0.1508,98.4,0.77,31.7,ChargePoint,21,,2020,Yes,4.2,24,Quarterly
EVST00945,33.650386,-120.484505,"8097 San Francisco St, Station Area",AC Level 2,0.1409,69.1,3.81,39.9,BP Pulse,19,"CHAdeMO, Type 2",2020,Yes,2.9,14,Quarterly
EVST00946,37.423712,-125.021317,"7653 San Francisco St, Station Area",DC Fast,0.2836,51.4,0.22,52.2,Tesla,148,Tesla Proprietary,2016,Yes,4.2,25,Quarterly
EVST00947,28.331324,77.47847,"5278 New Delhi St, Station Area",AC Level 2,0.1348,51.3,3.58,29.8,Blink,19,"CCS, J1772",2022,No,3.6,23,Quarterly
EVST00948,37.138206,-123.297468,"5208 San Francisco St, Station Area",AC Level 2,0.1006,77.7,1.24,43.2,Electrify America,34,"CHAdeMO, Tesla Proprietary",2017,No,4.0,26,Quarterly
EVST00949,30.232219,76.652934,"6098 New Delhi St, Station Area",DC Fast,0.3191,99.3,4.93,106.9,Shell Recharge,138,J1772,2016,Yes,4.3,4,Quarterly
EVST00950,53.30518,-1.485011,"8681 London St, Station Area",AC Level 2,0.5885213456959699,99.0,0.26,192.74331420853252,BP Pulse,20,"CCS, CHAdeMO",2019,Yes,,17,Quarterly
EVST00951,37.519317,-122.673726,"8417 San Francisco St, Station Area",AC Level 2,0.1755,66.9,21.83,21.1,BP Pulse,19,"CCS, J1772",2014,Yes,3.1,22,Quarterly
EVST00952,48.305359,2.634083,"1097 London St, Station Area",AC Level 2,0.1341,74.1,3.14,36.7,Shell Recharge,31,"Tesla Proprietary, Type 2",2021,Yes,4.9,18,Quarterly
EVST00953,49.782522,0.455554,"5957 Paris St, Station Area",AC Level 2,0.2069,55.0,11.54,29.4,Tesla,14,Type 2,2023,Yes,3.9,24,Bi-Annual
EVST00954,36.50924,137.895885,"3809 Tokyo St, Station Area",AC Level 2,0.1386,76.1,1.99,33.6,Blink,24,CCS,2024,Yes,3.8,22,Quarterly
EVST00955,-33.404713,149.256398,"7993 Sydney St, Station Area",DC Fast,0.2562,80.0,10.17,37.2,BP Pulse,138,J1772,2017,No,3.4,2,Quarterly
EVST00956,50.32882,4.943327,"5059 Paris St, Station Area",DC Fast,0.2503,62.6,3.44,55.9,ChargePoint,79,"CCS, Type 2",2015,No,3.2,6,Monthly
EVST00957,33.928958,138.95679,"9912 Tokyo St, Station Area",DC Fast,0.2133,80.6,7.67,61.1,ChargePoint,109,"CCS, CHAdeMO, J1772",2018,Yes,4.2,19,Monthly
EVST00958,51.869733,2.313741,"4323 Paris St, Station Area",DC Fast,0.3766,95.0,21.94,16.6,EVgo,166,"Tesla Proprietary, Type 2",2013,Yes,4.5,11,Bi-Annual
EVST00959,27.174758,76.604826,"6790 New Delhi St, Station Area",AC Level 2,0.1911,50.0,8.72,43.8,Blink,18,Type 2,2020,Yes,3.5,11,Bi-Annual
EVST00960,36.800034,138.233666,"1086 Tokyo St, Station Area",DC Fast,0.33,61.4,1.14,59.2,Tesla,163,Type 2,2017,Yes,4.1,27,Monthly
EVST00961,35.243878,-122.772126,"9322 San Francisco St, Station Area",AC Level 2,0.1231,60.5,17.94,15.7,Shell Recharge,31,"CHAdeMO, J1772, Tesla Proprietary",2013,Yes,4.7,3,Quarterly
EVST00962,34.280803,143.337665,"1535 Tokyo St, Station Area",AC Level 1,0.1162,56.2,10.58,1.0,EVgo,7,"CHAdeMO, Tesla Proprietary",2019,No,4.3,16,Quarterly
EVST00963,30.888453,79.297106,"3783 New Delhi St, Station Area",DC Fast,0.2824,58.3,15.69,18.2,Tesla,77,"CHAdeMO, Type 2",2021,No,3.8,10,Quarterly
EVST00964,51.11605,-1.407207,"8375 London St, Station Area",DC Fast,0.2865,81.3,18.2,91.1,EVgo,108,"CCS, J1772, Tesla Proprietary",2014,No,3.9,2,Monthly
EVST00965,29.873784,78.180361,"9673 New Delhi St, Station Area",AC Level 2,0.1931,55.1,2.43,33.6,Electrify America,21,Type 2,2017,Yes,4.2,11,Annual
EVST00966,49.212033,1.104916,"4843 Paris St, Station Area",DC Fast,0.3329,86.9,3.19,32.5,ChargePoint,132,"J1772, Tesla Proprietary",2023,No,3.1,12,Monthly
EVST00967,48.699163,-0.312351,"4847 Paris St, Station Area",AC Level 2,0.216,94.4,11.49,34.2,ChargePoint,23,"CCS, Type 2",2021,No,3.1,14,Annual
EVST00968,53.553175,1.401466,"488 London St, Station Area",AC Level 2,0.1575,96.3,0.46,33.5,Tesla,24,CHAdeMO,2022,Yes,2.8,5,Monthly
EVST00969,28.258912,78.949139,"9787 New Delhi St, Station Area",AC Level 2,0.1381,83.0,3.03,23.4,EVgo,31,"Tesla Proprietary, Type 2",2017,No,3.8,22,Quarterly
EVST00970,35.103793,-120.850322,"165 San Francisco St, Station Area",AC Level 1,0.0678,59.9,3.46,11.9,EVgo,7,"CHAdeMO, J1772, Tesla Proprietary",2018,Yes,3.6,11,Monthly
EVST00971,50.30254,-0.832598,"261 London St, Station Area",AC Level 2,0.0946,54.3,16.11,41.6,Blink,16,"Tesla Proprietary, Type 2",2018,No,,17,Monthly
EVST00972,36.502988,139.400136,"4734 Tokyo St, Station Area",AC Level 2,0.1416,61.6,22.79,42.9,ChargePoint,28,"CCS, CHAdeMO, Type 2",2017,Yes,3.0,16,Annual
EVST00973,36.269464,140.774948,"37 Tokyo St, Station Area",AC Level 2,0.1843,98.1,1.27,38.8,Electrify America,28,CHAdeMO,2013,No,4.1,17,Quarterly
EVST00974,33.325613,140.237544,"1644 Tokyo St, Station Area",AC Level 2,0.168,98.1,5.51,21.9,EVgo,23,CCS,2012,Yes,4.3,15,Monthly
EVST00975,36.688386,-123.009856,"6276 San Francisco St, Station Area",DC Fast,0.301,69.1,10.5,61.5,EVgo,138,"CHAdeMO, Type 2",2022,No,3.5,9,Annual
EVST00976,50.634818,-2.556408,"7050 London St, Station Area",AC Level 2,0.1202,66.3,3.34,15.8,Shell Recharge,25,Tesla Proprietary,2018,No,3.3,15,Monthly
EVST00977,37.226696,-122.248587,"2982 San Francisco St, Station Area",DC Fast,0.3113,75.5,6.08,43.9,Electrify America,139,"CCS, J1772, Tesla Proprietary",2018,No,3.3,16,Monthly
EVST00978,46.79273,3.970714,"7952 Paris St, Station Area",AC Level 1,0.1003,64.6,2.08,17.0,ChargePoint,3,"CCS, CHAdeMO, Tesla Proprietary",2019,No,3.8,1,Monthly
EVST00979,34.733643,137.853918,"6076 Tokyo St, Station Area",AC Level 2,0.1629,99.0,11.64,39.8,Tesla,25,"CCS, J1772",2017,Yes,3.9,21,Quarterly
EVST00980,47.763684,3.310339,"2283 Paris St, Station Area",DC Fast,0.3083,61.1,11.36,28.8,ChargePoint,195,"CCS, CHAdeMO, Type 2",2023,No,2.7,13,Annual
EVST00981,50.0139,2.849513,"7124 Paris St, Station Area",AC Level 2,0.1261,68.5,4.5,43.5,ChargePoint,29,"CCS, Tesla Proprietary",2018,Yes,4.0,9,Monthly
EVST00982,-32.655118,152.334522,"5921 Sydney St, Station Area",AC Level 2,0.176,71.5,3.44,27.2,Electrify America,18,"CHAdeMO, Type 2",2018,No,,1,Bi-Annual
EVST00983,48.637884,3.660163,"8120 Paris St, Station Area",AC Level 2,0.056,56.3,2.47,26.1,ChargePoint,23,CHAdeMO,2018,Yes,4.6,9,Monthly
EVST00984,48.26854,1.310502,"1545 Paris St, Station Area",AC Level 2,0.1615,69.1,0.59,27.3,Blink,23,"CCS, J1772, Tesla Proprietary",2014,No,4.7,12,Monthly
EVST00985,49.066486,-0.073239,"2309 Paris St, Station Area",AC Level 2,0.2271,92.8,6.49,44.7,Shell Recharge,22,"J1772, Tesla Proprietary",2014,Yes,4.1,25,Bi-Annual
EVST00986,47.631737,1.551921,"3036 Paris St, Station Area",AC Level 2,0.1047,57.0,16.63,24.6,Electrify America,23,"CHAdeMO, Type 2",2014,No,3.1,19,Bi-Annual
EVST00987,47.136352,3.685891,"3414 Paris St, Station Area",AC Level 2,0.1428,79.2,1.04,42.2,BP Pulse,22,"CCS, J1772",2015,No,3.4,13,Quarterly
EVST00988,50.097068,-0.940806,"8887 London St, Station Area",AC Level 2,0.1498,70.3,4.22,53.8,Shell Recharge,23,,2014,Yes,4.0,4,Monthly
EVST00989,50.55518,-1.168865,"7324 London St, Station Area",AC Level 1,0.0707,58.5,17.06,19.5,Blink,8,"J1772, Tesla Proprietary, Type 2",2014,No,2.8,8,Monthly
EVST00990,-35.614011,148.477274,"5440 Sydney St, Station Area",AC Level 2,0.1811,50.6,13.46,33.1,Tesla,28,"CHAdeMO, J1772",2024,Yes,4.1,27,Bi-Annual
EVST00991,35.919289,142.279271,"5404 Tokyo St, Station Area",DC Fast,0.3236,63.7,10.37,51.5,EVgo,112,"CCS, CHAdeMO, J1772",2016,Yes,4.4,4,Quarterly
EVST00992,49.951174,3.59077,"8858 Paris St, Station Area",AC Level 2,0.1546,53.1,0.13,20.4,Electrify America,21,"CHAdeMO, J1772, Tesla Proprietary",2022,Yes,4.1,19,Quarterly
EVST00993,49.126753,1.027044,"4468 London St, Station Area",AC Level 2,0.1739,68.8,8.99,28.7,Blink,20,"CCS, Tesla Proprietary, Type 2",2017,No,3.7,15,Monthly
EVST00994,35.713893,141.101888,"2253 Tokyo St, Station Area",AC Level 2,0.1505,90.5,2.83,36.7,ChargePoint,19,Type 2,2022,No,2.9,7,Bi-Annual
EVST00995,48.526696,3.217263,"1369 Paris St, Station Area",AC Level 1,0.1436,86.0,11.46,4.0,ChargePoint,4,"CHAdeMO, J1772",2021,No,3.6,26,Monthly
EVST00996,49.368863,1.985707,"3300 Paris St, Station Area",AC Level 2,0.1545,97.4,2.02,32.8,Electrify America,22,Type 2,2022,Yes,4.1,12,Quarterly
EVST00997,48.837192,2.106554,"6532 Paris St, Station Area",AC Level 1,0.0839,71.4,0.1,12.9,ChargePoint,8,Type 2,2015,Yes,3.6,20,Quarterly
EVST00998,33.495801,139.008953,"4709 Tokyo St, Station Area",AC Level 2,0.0987,85.4,5.61,52.4,Tesla,21,Type 2,2013,No,3.9,3,Monthly
EVST00999,26.720316,81.161111,"4217 New Delhi St, Station Area",DC Fast,0.2728,83.3,2.73,61.3,Shell Recharge,150,"CCS, Type 2",2016,Yes,4.7,29,Quarterly
EVST01000,48.900735,3.186068,"4800 Paris St, Station Area",DC Fast,0.3574,60.9,7.04,48.2,Electrify America,171,Type 2,2021,No,3.8,1,Quarterly
EVST01001,-32.325629,150.513599,"9747 Sydney St, Station Area",AC Level 2,0.1099,65.2,2.61,29.0,EVgo,29,"CCS, J1772, Tesla Proprietary",2020,No,4.1,10,Quarterly
EVST01002,-37.190081,151.907545,"9975 Sydney St, Station Area",AC Level 2,0.0853,76.5,11.97,26.4,ChargePoint,20,,2021,Yes,3.7,27,Annual
EVST01003,49.37519,0.835897,"1613 Paris St, Station Area",AC Level 2,0.151,89.8,5.52,20.6,BP Pulse,16,"CHAdeMO, Type 2",2024,Yes,3.3,19,Quarterly
EVST01004,30.398333,79.46576,"1145 New Delhi St, Station Area",DC Fast,0.3685,73.1,2.34,52.3,Tesla,145,CCS,2014,No,4.3,20,Monthly
EVST01005,37.545361,-123.411004,"2443 San Francisco St, Station Area",DC Fast,0.3021,61.4,10.1,51.3,EVgo,244,,2017,No,3.4,10,Quarterly
EVST01006,29.439204,77.960628,"8518 New Delhi St, Station Area",AC Level 1,0.0733,99.7,19.05,3.5,BP Pulse,5,"J1772, Type 2",2018,No,3.5,23,Quarterly
EVST01007,27.559296,78.807966,"4595 New Delhi St, Station Area",AC Level 1,0.0428,55.8,18.22,5.5,ChargePoint,8,"CHAdeMO, J1772, Type 2",2013,No,4.5,28,Quarterly
EVST01008,48.677551,2.929353,"8636 Paris St, Station Area",AC Level 2,0.1636,97.8,30.45,28.9,EVgo,28,"CCS, Type 2",2020,Yes,3.9,19,Bi-Annual
EVST01009,-36.30017,151.351005,"6467 Sydney St, Station Area",DC Fast,0.5566335565516533,90.5,9.43,173.20912473969926,ChargePoint,32,"CHAdeMO, J1772, Type 2",2012,No,3.5,7,Monthly
EVST01010,45.340085,2.368403,"5531 Paris St, Station Area",DC Fast,0.2109,91.9,7.58,47.2,ChargePoint,171,"CCS, J1772",2023,No,4.4,27,Monthly
EVST01011,52.921549,-0.212462,"2815 London St, Station Area",AC Level 1,0.1027,89.7,0.63,4.7,EVgo,8,"CCS, CHAdeMO, Type 2",2013,No,3.6,1,Monthly
EVST01012,-35.346292,150.344252,"3440 Sydney St, Station Area",AC Level 2,0.173,60.4,2.02,42.5,Electrify America,21,J1772,2013,No,3.5,26,Bi-Annual
EVST01013,50.824108,-0.802025,"1477 London St, Station Area",AC Level 2,0.184,81.6,2.9,22.5,Blink,19,"CCS, Tesla Proprietary",2014,No,3.5,1,Quarterly
EVST01014,49.427737,2.091586,"5192 London St, Station Area",DC Fast,0.3292,87.8,6.16,66.0,Electrify America,120,Tesla Proprietary,2023,Yes,4.0,2,Quarterly
EVST01015,46.741645,2.189395,"2804 Paris St, Station Area",DC Fast,0.3327,87.3,13.82,39.0,Electrify America,134,"CCS, Tesla Proprietary, Type 2",2023,Yes,4.0,2,Quarterly
EVST01016,28.353143,76.030306,"2925 New Delhi St, Station Area",AC Level 2,0.1656,63.6,4.87,31.3,Shell Recharge,20,"J1772, Tesla Proprietary, Type 2",2023,No,4.3,6,Annual
EVST01017,34.581834,138.875854,"396 Tokyo St, Station Area",AC Level 1,0.0974,59.1,2.3,31.2,ChargePoint,6,CCS,2022,No,3.7,22,Bi-Annual
EVST01018,36.243156,141.300856,"7990 Tokyo St, Station Area",AC Level 2,0.0954,66.4,3.99,20.3,Electrify America,20,J1772,2024,,4.4,12,Quarterly
EVST01019,38.453708,-121.40599,"9391 San Francisco St, Station Area",AC Level 2,0.105,74.0,0.29,41.2,ChargePoint,28,"CCS, J1772",2018,No,,3,Bi-Annual
EVST01020,38.256174,-121.578906,"4982 San Francisco St, Station Area",DC Fast,0.2632,78.7,2.43,62.5,Electrify America,89,"CHAdeMO, J1772, Type 2",2012,Yes,3.3,10,Annual
EVST01021,38.132801,-122.805682,"5360 San Francisco St, Station Area",AC Level 2,0.1461,91.8,0.34,33.2,EVgo,13,CCS,2017,No,3.1,29,Quarterly
EVST01022,40.141552,-121.559356,"9257 San Francisco St, Station Area",DC Fast,0.3194,88.5,5.84,25.8,Electrify America,210,"CCS, Tesla Proprietary",2014,No,4.7,16,Quarterly
EVST01023,27.012509,76.243658,"5114 New Delhi St, Station Area",AC Level 2,0.1597,83.8,20.97,19.1,ChargePoint,21,"J1772, Type 2",2015,No,3.8,22,Quarterly
EVST01024,28.531498,76.819579,"6226 New Delhi St, Station Area",AC Level 2,0.1835,63.2,4.36,34.5,Tesla,20,,2020,No,2.1,8,Quarterly
EVST01025,-32.169765,152.664007,"4281 Sydney St, Station Area",AC Level 2,0.1845,73.9,11.23,33.8,ChargePoint,21,"CHAdeMO, Tesla Proprietary",2014,No,4.7,16,Bi-Annual
EVST01026,39.67171,-121.107983,"5143 San Francisco St, Station Area",AC Level 1,0.0626,66.8,9.32,1.0,ChargePoint,7,CCS,2016,No,3.7,24,Quarterly
EVST01027,35.642255,-123.892265,"5218 San Francisco St, Station Area",AC Level 2,0.1572,61.7,7.74,8.6,Tesla,19,"CCS, CHAdeMO, Type 2",2017,Yes,4.1,20,Monthly
EVST01028,51.038867,-1.41109,"7110 London St, Station Area",DC Fast,0.2576,50.5,14.38,25.8,Blink,175,"J1772, Type 2",2012,No,3.3,1,Quarterly
EVST01029,50.893782,2.515253,"6041 Paris St, Station Area",AC Level 1,0.0762,67.0,6.76,23.8,Electrify America,5,CHAdeMO,2021,Yes,3.9,18,Quarterly
EVST01030,36.438319,142.239499,"5039 Tokyo St, Station Area",AC Level 1,0.0864,62.8,7.8,1.0,Electrify America,6,"CCS, CHAdeMO, Type 2",2021,Yes,,23,Monthly
EVST01031,35.969095,136.776952,"759 Tokyo St, Station Area",AC Level 1,0.04,78.6,3.33,8.8,Tesla,3,CHAdeMO,2019,No,3.4,4,Quarterly
EVST01032,51.180873,0.289699,"9044 London St, Station Area",AC Level 1,0.1282,53.1,10.87,5.9,Electrify America,9,"CCS, CHAdeMO, Tesla Proprietary",2012,No,3.4,12,Monthly
EVST01033,-34.444501,149.145235,"8882 Sydney St, Station Area",DC Fast,0.3283,63.5,1.71,41.1,Electrify America,141,CCS,2022,No,3.5,19,Bi-Annual
EVST01034,51.939729,-1.079296,"1845 London St, Station Area",DC Fast,0.5801675276630074,52.2,10.0,184.22873634589843,BP Pulse,184,J1772,2017,Yes,3.9,1,Monthly
EVST01035,37.396339,-122.966043,"2933 San Francisco St, Station Area",AC Level 1,0.1185,82.1,30.77,13.7,ChargePoint,8,,2015,Yes,4.1,21,Monthly
EVST01036,-33.932668,150.578537,"9732 Sydney St, Station Area",DC Fast,0.2826,78.4,2.41,57.8,Tesla,177,"CHAdeMO, J1772, Type 2",2024,No,3.9,25,Bi-Annual
EVST01037,28.731798,76.408306,"3210 New Delhi St, Station Area",DC Fast,0.3066,66.9,10.84,39.4,Electrify America,150,"CCS, J1772",2023,No,3.9,16,Monthly
EVST01038,36.757793,-122.408589,"8121 San Francisco St, Station Area",DC Fast,0.2756,57.4,11.27,47.6,ChargePoint,169,"CCS, J1772, Tesla Proprietary",2017,No,4.1,13,Quarterly
EVST01039,36.474394,138.847417,"7856 Tokyo St, Station Area",AC Level 2,0.1996,97.9,0.6,20.1,Blink,17,"J1772, Type 2",2017,No,3.6,3,Quarterly
EVST01040,-29.497433,149.015614,"8606 Sydney St, Station Area",AC Level 2,0.1469,79.2,8.96,33.3,Blink,16,"CCS, J1772",2023,No,3.1,22,Bi-Annual
EVST01041,-36.53428,152.379104,"160 Sydney St, Station Area",AC Level 2,0.1545,84.0,5.74,17.8,Tesla,21,"CCS, J1772, Tesla Proprietary",2014,No,4.8,28,Monthly
EVST01042,29.099919,78.338308,"4829 New Delhi St, Station Area",DC Fast,0.3602,76.6,5.07,48.8,Blink,116,Type 2,2017,Yes,4.6,26,Monthly
EVST01043,34.535915,140.915061,"5654 Tokyo St, Station Area",DC Fast,0.3293,90.3,16.68,35.7,Tesla,221,"CCS, CHAdeMO, Tesla Proprietary",2019,No,4.7,16,Monthly
EVST01044,36.542304,137.339198,"8371 Tokyo St, Station Area",AC Level 2,0.1484,94.8,3.08,28.0,Tesla,24,CHAdeMO,2016,No,4.3,1,Annual
EVST01045,-33.798964,151.657677,"2245 Sydney St, Station Area",AC Level 2,0.1833,69.1,30.82,1.0,Tesla,18,CHAdeMO,2016,Yes,4.2,9,Bi-Annual
EVST01046,38.917682,-121.405432,"3068 San Francisco St, Station Area",DC Fast,0.4269,84.5,5.7,46.4,Blink,136,Tesla Proprietary,2013,No,2.3,8,Monthly
EVST01047,53.27066,-1.674603,"1799 London St, Station Area",DC Fast,0.3159,61.5,0.64,56.4,Electrify America,157,"J1772, Tesla Proprietary, Type 2",2015,No,3.0,1,Monthly
EVST01048,49.145232,2.36596,"7618 Paris St, Station Area",AC Level 2,0.1535,82.6,0.76,16.8,Tesla,22,"CCS, CHAdeMO, Tesla Proprietary",2016,Yes,3.8,4,Monthly
